"";"userID";"artistID";"weight";"TF"
"12376";1664;377;160;TRUE
"12377";1514;8069;207;TRUE
"12378";464;857;305;TRUE
"12379";816;3397;6;TRUE
"12380";127;2346;588;TRUE
"12381";1791;2454;240;TRUE
"12382";1480;14645;361;TRUE
"12383";1883;6217;1429;TRUE
"12384";87;2391;59;TRUE
"12385";1572;2021;349;TRUE
"12386";152;1048;452;TRUE
"12387";1649;326;574;FALSE
"12388";875;458;118;TRUE
"12389";1618;2043;82;TRUE
"12390";840;163;904;TRUE
"12391";642;6958;192;TRUE
"12392";1163;8998;2;TRUE
"12393";283;54;133;TRUE
"12394";347;2941;258;FALSE
"12395";1662;251;317;TRUE
"12396";1930;12801;1362;TRUE
"12397";469;7260;198;TRUE
"12398";863;425;79;TRUE
"12399";1695;618;92;TRUE
"12400";1832;425;1431;TRUE
"12401";603;959;27;TRUE
"12402";79;304;40695;TRUE
"12403";344;5906;6;TRUE
"12404";1965;3490;185;FALSE
"12405";425;323;39;TRUE
"12406";764;3707;186;TRUE
"12407";1658;228;251;FALSE
"12408";60;1719;96;TRUE
"12409";1807;8480;54;TRUE
"12410";62;65;745;TRUE
"12411";37;875;238;TRUE
"12412";426;1423;402;TRUE
"12413";471;605;72;TRUE
"12414";1172;1009;169;TRUE
"12415";642;8812;289;TRUE
"12416";1975;2616;346;TRUE
"12417";1556;1433;1008;TRUE
"12418";471;7264;180;TRUE
"12419";334;3088;375;TRUE
"12420";1225;190;33;TRUE
"12421";682;1447;120;TRUE
"12422";1033;7340;197;TRUE
"12423";668;1186;918;TRUE
"12424";392;903;72;TRUE
"12425";430;6787;474;TRUE
"12426";475;7321;167;TRUE
"12427";1087;12224;139;TRUE
"12428";1389;1098;292;TRUE
"12429";1525;325;116;TRUE
"12430";1450;1099;295;TRUE
"12431";1959;1054;334;TRUE
"12432";130;701;156;FALSE
"12433";683;5833;988;TRUE
"12434";750;234;81;TRUE
"12435";1002;72;431;TRUE
"12436";1762;184;1127;TRUE
"12437";508;7558;62;FALSE
"12438";1875;11416;546;TRUE
"12439";1156;1306;653;TRUE
"12440";266;1384;101;TRUE
"12441";1746;72;1364;TRUE
"12442";1919;207;466;TRUE
"12443";403;680;171;TRUE
"12444";117;100;232;TRUE
"12445";498;7462;703;TRUE
"12446";1079;6685;1159;TRUE
"12447";32;1092;442;TRUE
"12448";1910;2521;2864;TRUE
"12449";722;302;1080;TRUE
"12450";547;3440;102;FALSE
"12451";1490;11852;3582;TRUE
"12452";1802;9423;337;TRUE
"12453";34;1146;2101;TRUE
"12454";1348;14039;84;TRUE
"12455";1165;228;161;FALSE
"12456";1888;748;886;FALSE
"12457";1855;540;207;TRUE
"12458";1633;12044;64;TRUE
"12459";1084;1390;371;TRUE
"12460";1210;2559;1325;TRUE
"12461";1724;88;20;TRUE
"12462";637;8774;36;FALSE
"12463";313;843;249;TRUE
"12464";1641;5192;169;TRUE
"12465";1629;592;712;TRUE
"12466";398;215;210;FALSE
"12467";1041;65;64;TRUE
"12468";1497;14949;432;FALSE
"12469";2069;1180;124;TRUE
"12470";217;4421;101;TRUE
"12471";1234;4880;1068;TRUE
"12472";1146;3081;372;TRUE
"12473";1411;155;93;TRUE
"12474";1012;1194;72;TRUE
"12475";812;770;365;TRUE
"12476";84;1672;131;TRUE
"12477";1492;14906;20;TRUE
"12478";501;184;206;TRUE
"12479";275;1072;101;TRUE
"12480";1039;1044;1145;TRUE
"12481";598;8413;539;TRUE
"12482";48;1475;21;TRUE
"12483";1877;13448;54;TRUE
"12484";215;4358;24;TRUE
"12485";1299;13733;223;FALSE
"12486";228;2640;11;FALSE
"12487";46;89;2199;TRUE
"12488";1695;428;102;TRUE
"12489";526;383;5;TRUE
"12490";1678;790;46;TRUE
"12491";1037;735;5;TRUE
"12492";119;936;621;FALSE
"12493";1372;716;137;TRUE
"12494";710;1083;111;TRUE
"12495";574;2080;240;TRUE
"12496";1249;1203;408;TRUE
"12497";1322;11477;220;TRUE
"12498";394;6467;176;TRUE
"12499";453;562;138;TRUE
"12500";181;245;620;FALSE
"12501";474;7316;124;TRUE
"12502";1021;735;894;TRUE
"12503";584;8310;3010;TRUE
"12504";390;679;2140;TRUE
"12505";363;918;1836;TRUE
"12506";1076;384;101;TRUE
"12507";1804;209;141;FALSE
"12508";613;1415;10;FALSE
"12509";533;727;178;TRUE
"12510";571;89;4474;TRUE
"12511";758;1379;236;TRUE
"12512";703;55;92;TRUE
"12513";849;2364;1401;TRUE
"12514";266;1375;170;TRUE
"12515";1030;11861;525;TRUE
"12516";689;333;1067;TRUE
"12517";31;55;147;TRUE
"12518";952;439;873;TRUE
"12519";823;10409;676;TRUE
"12520";737;489;283;FALSE
"12521";1143;462;151;FALSE
"12522";424;6752;219;TRUE
"12523";1517;239;3736;TRUE
"12524";1709;1464;319;TRUE
"12525";1994;620;375;TRUE
"12526";261;1542;453;TRUE
"12527";764;8313;322;TRUE
"12528";1017;1051;240;TRUE
"12529";539;295;43;TRUE
"12530";117;2029;224;FALSE
"12531";758;3258;171;FALSE
"12532";958;333;57;TRUE
"12533";20;773;108;TRUE
"12534";114;562;88;TRUE
"12535";1786;2982;136;TRUE
"12536";1055;12035;51;TRUE
"12537";1653;423;264;FALSE
"12538";1053;325;108;TRUE
"12539";1580;323;1862;TRUE
"12540";1020;291;583;TRUE
"12541";791;1513;14;TRUE
"12542";378;735;312;TRUE
"12543";752;2665;187;TRUE
"12544";967;3791;151;TRUE
"12545";1222;9231;752;TRUE
"12546";806;10225;179;FALSE
"12547";870;230;64;TRUE
"12548";982;5348;91;TRUE
"12549";1553;538;193;TRUE
"12550";185;3926;22;TRUE
"12551";1381;6920;524;TRUE
"12552";818;1406;1028;TRUE
"12553";2092;439;259;TRUE
"12554";496;518;63;FALSE
"12555";821;1116;84;TRUE
"12556";1255;525;295;TRUE
"12557";885;466;1450;FALSE
"12558";129;465;826;TRUE
"12559";443;6952;502;TRUE
"12560";18;56;186;TRUE
"12561";1197;1556;70;TRUE
"12562";1333;629;1337;TRUE
"12563";1376;405;9;TRUE
"12564";1580;305;343;TRUE
"12565";223;4492;785;TRUE
"12566";2039;3748;329;TRUE
"12567";2087;291;203;TRUE
"12568";284;5204;12;TRUE
"12569";1425;689;10366;FALSE
"12570";1515;155;124;TRUE
"12571";1484;3043;126;TRUE
"12572";33;1119;874;TRUE
"12573";1974;17959;217;FALSE
"12574";2060;9222;178;TRUE
"12575";1541;1019;73;TRUE
"12576";1094;12291;534;TRUE
"12577";1421;622;39;TRUE
"12578";1484;14831;447;TRUE
"12579";1014;1444;2;TRUE
"12580";1554;15301;154;TRUE
"12581";1976;447;1065;TRUE
"12582";1578;2607;148;TRUE
"12583";1383;3259;292;TRUE
"12584";715;5016;266;TRUE
"12585";1405;1949;817;TRUE
"12586";1364;14130;45;TRUE
"12587";314;220;118;TRUE
"12588";996;11658;114;TRUE
"12589";1064;917;80;TRUE
"12590";960;11404;11;TRUE
"12591";2059;475;4870;FALSE
"12592";1519;182;115;TRUE
"12593";858;295;202;TRUE
"12594";1817;16856;163;TRUE
"12595";1061;12060;181;FALSE
"12596";224;72;406;TRUE
"12597";660;8718;72;FALSE
"12598";183;1072;357;TRUE
"12599";661;9078;100;TRUE
"12600";266;229;227;TRUE
"12601";1425;3488;317;TRUE
"12602";1831;533;1516;TRUE
"12603";993;11614;72;TRUE
"12604";6;251;24;TRUE
"12605";543;7885;472;TRUE
"12606";349;425;349;TRUE
"12607";210;4306;120;TRUE
"12608";1930;17672;492;TRUE
"12609";2070;982;92;TRUE
"12610";362;412;422;TRUE
"12611";675;689;561;FALSE
"12612";1639;230;586;TRUE
"12613";1888;234;1634;TRUE
"12614";262;81;131;TRUE
"12615";1091;499;11224;FALSE
"12616";386;1351;129;TRUE
"12617";1348;701;108;FALSE
"12618";1524;3340;545;TRUE
"12619";1396;732;69;TRUE
"12620";568;734;791;TRUE
"12621";1497;14952;352;TRUE
"12622";1866;3213;170;FALSE
"12623";1890;278;130;TRUE
"12624";1800;298;7;TRUE
"12625";1382;1943;1198;TRUE
"12626";1470;11589;850;TRUE
"12627";709;917;290;TRUE
"12628";609;703;485;TRUE
"12629";1805;615;1367;TRUE
"12630";1292;11010;19;TRUE
"12631";2034;486;326;FALSE
"12632";2008;5667;796;TRUE
"12633";1044;1504;315;TRUE
"12634";122;1130;16;TRUE
"12635";1880;180;145;TRUE
"12636";1259;6249;298;TRUE
"12637";1099;173;94;TRUE
"12638";506;7511;806;TRUE
"12639";215;4372;11;FALSE
"12640";1407;1412;125;TRUE
"12641";1136;2543;658;TRUE
"12642";2070;816;389;TRUE
"12643";1065;1491;6;TRUE
"12644";326;295;537;TRUE
"12645";601;8456;292;TRUE
"12646";1499;14993;1093;TRUE
"12647";926;11108;180;TRUE
"12648";1002;323;228;TRUE
"12649";852;323;560;TRUE
"12650";136;386;193;TRUE
"12651";345;2721;26;TRUE
"12652";1820;342;87;TRUE
"12653";133;498;321;TRUE
"12654";62;1784;542;TRUE
"12655";832;2975;79;TRUE
"12656";1219;2521;474;TRUE
"12657";486;157;11000;TRUE
"12658";807;504;64;TRUE
"12659";253;65;891;TRUE
"12660";654;1781;74;TRUE
"12661";1522;3686;150;TRUE
"12662";1498;1083;478;TRUE
"12663";942;11247;2;TRUE
"12664";1423;331;365;TRUE
"12665";828;5697;115;FALSE
"12666";496;1295;73;TRUE
"12667";1933;614;57;FALSE
"12668";1855;17142;79;TRUE
"12669";449;1369;307;TRUE
"12670";1388;464;20;TRUE
"12671";587;8354;216;TRUE
"12672";1193;1980;626;TRUE
"12673";1088;499;725;FALSE
"12674";173;707;183;TRUE
"12675";162;475;666;FALSE
"12676";1656;166;1157;TRUE
"12677";492;7432;342;TRUE
"12678";393;486;78;FALSE
"12679";1925;816;229;TRUE
"12680";231;461;162;TRUE
"12681";773;1146;1140;TRUE
"12682";1414;7183;192;TRUE
"12683";1111;498;2835;TRUE
"12684";514;7391;1077;TRUE
"12685";1052;1094;252;TRUE
"12686";92;2501;19;TRUE
"12687";1931;3373;57;TRUE
"12688";776;3028;100;TRUE
"12689";1626;253;124;FALSE
"12690";798;710;234;TRUE
"12691";732;9656;312;TRUE
"12692";1152;12718;132;FALSE
"12693";1182;744;350;TRUE
"12694";658;9008;175;TRUE
"12695";244;533;112;TRUE
"12696";627;8698;247;TRUE
"12697";689;701;34;FALSE
"12698";1474;13378;305;TRUE
"12699";532;1040;149;TRUE
"12700";49;1508;77;FALSE
"12701";277;1974;971;TRUE
"12702";530;5412;20;TRUE
"12703";1747;2030;44;TRUE
"12704";1921;17621;271;FALSE
"12705";1754;918;693;TRUE
"12706";1206;13122;192;TRUE
"12707";326;2783;95;TRUE
"12708";89;403;1867;TRUE
"12709";1348;356;63;TRUE
"12710";1365;680;386;TRUE
"12711";355;191;637;FALSE
"12712";378;180;222;TRUE
"12713";496;1298;92;FALSE
"12714";331;466;87;FALSE
"12715";1447;455;50;TRUE
"12716";318;1186;245;TRUE
"12717";1955;65;33;TRUE
"12718";1771;4762;463;TRUE
"12719";582;1555;1088;TRUE
"12720";1144;12647;78;TRUE
"12721";1715;1243;255;TRUE
"12722";777;9969;328;TRUE
"12723";1527;190;3241;TRUE
"12724";194;81;632;TRUE
"12725";943;1106;28;FALSE
"12726";1475;300;31;FALSE
"12727";1524;14203;735;TRUE
"12728";860;5299;406;TRUE
"12729";2032;1106;573;FALSE
"12730";354;5999;5;TRUE
"12731";1809;481;241;TRUE
"12732";1106;288;2002;TRUE
"12733";1832;206;1252;TRUE
"12734";369;450;296;TRUE
"12735";458;486;905;FALSE
"12736";25;67;278;TRUE
"12737";1966;371;540;FALSE
"12738";963;1941;58;FALSE
"12739";1722;55;312;TRUE
"12740";812;978;319;TRUE
"12741";989;2287;172;TRUE
"12742";41;947;806;TRUE
"12743";2090;15606;417;TRUE
"12744";1685;12651;58;TRUE
"12745";853;930;248;FALSE
"12746";1636;89;73;TRUE
"12747";173;3741;434;TRUE
"12748";1533;10989;3416;TRUE
"12749";1305;3179;414;TRUE
"12750";644;7623;75;TRUE
"12751";849;225;1718;TRUE
"12752";962;11433;211;TRUE
"12753";515;51;274;TRUE
"12754";1193;13020;904;TRUE
"12755";949;2430;343;TRUE
"12756";1481;7650;7689;TRUE
"12757";1941;17788;200;TRUE
"12758";1399;14330;32;FALSE
"12759";688;533;242;TRUE
"12760";1426;10543;66;TRUE
"12761";801;10135;21;TRUE
"12762";876;10750;128;TRUE
"12763";703;4463;27;TRUE
"12764";298;5437;237;TRUE
"12765";402;959;10489;TRUE
"12766";536;2440;36;TRUE
"12767";1405;1090;330;TRUE
"12768";711;489;40;FALSE
"12769";620;1511;264;TRUE
"12770";1114;306;299;TRUE
"12771";254;1513;1724;TRUE
"12772";119;2370;138;TRUE
"12773";517;2535;242;TRUE
"12774";1447;325;33;TRUE
"12775";1495;162;27;TRUE
"12776";75;481;318;TRUE
"12777";1779;16628;255;TRUE
"12778";234;310;411;TRUE
"12779";898;289;1752;TRUE
"12780";1554;3156;403;TRUE
"12781";1063;10969;103;FALSE
"12782";1722;97;51;TRUE
"12783";1822;853;16;TRUE
"12784";1875;1300;286;TRUE
"12785";311;5556;195;TRUE
"12786";916;11016;262;TRUE
"12787";372;6251;92;TRUE
"12788";2097;432;201;TRUE
"12789";227;301;177;TRUE
"12790";240;288;318;TRUE
"12791";196;190;7133;TRUE
"12792";596;1534;406;TRUE
"12793";1764;6910;347;TRUE
"12794";1832;234;947;TRUE
"12795";370;1116;770;TRUE
"12796";1024;1099;840;TRUE
"12797";1008;11785;392;TRUE
"12798";1403;289;1113;TRUE
"12799";71;1132;180;TRUE
"12800";72;1820;4;TRUE
"12801";328;377;776;TRUE
"12802";1980;17999;26;TRUE
"12803";965;333;1562;TRUE
"12804";1964;1976;2149;TRUE
"12805";711;2790;372;TRUE
"12806";672;2845;260;TRUE
"12807";214;578;80;TRUE
"12808";2040;217;78;TRUE
"12809";184;152;110;TRUE
"12810";548;7914;339;FALSE
"12811";1401;11139;290;TRUE
"12812";1711;10041;3279;TRUE
"12813";2011;220;227;TRUE
"12814";1245;481;820;TRUE
"12815";1934;5089;66;TRUE
"12816";2090;18636;414;TRUE
"12817";49;1482;415;FALSE
"12818";2024;4074;5;TRUE
"12819";1608;300;105;FALSE
"12820";703;5268;13;FALSE
"12821";87;686;31;TRUE
"12822";1443;4031;43;TRUE
"12823";190;3960;1083;TRUE
"12824";769;190;4322;TRUE
"12825";651;288;161;TRUE
"12826";700;304;274;TRUE
"12827";2005;1411;852;FALSE
"12828";1989;15679;1722;TRUE
"12829";1905;203;257978;TRUE
"12830";847;10602;81;TRUE
"12831";1979;2521;136;TRUE
"12832";539;75;35;TRUE
"12833";121;2176;80;TRUE
"12834";650;1180;315;TRUE
"12835";1980;190;98;TRUE
"12836";55;1619;533;TRUE
"12837";1375;3482;127;TRUE
"12838";107;843;2683;TRUE
"12839";579;1281;508;TRUE
"12840";1342;8431;570;TRUE
"12841";179;159;702;TRUE
"12842";1818;16865;2;TRUE
"12843";1006;171;219;TRUE
"12844";1911;17539;343;TRUE
"12845";1104;1820;433;TRUE
"12846";48;180;586;TRUE
"12847";557;1914;263;TRUE
"12848";789;327;960;TRUE
"12849";402;841;2255;TRUE
"12850";1108;1640;111;TRUE
"12851";1728;154;348;TRUE
"12852";521;4434;163;TRUE
"12853";1060;1632;773;TRUE
"12854";760;9854;1452;TRUE
"12855";1280;154;2790;TRUE
"12856";2044;217;50;TRUE
"12857";416;6653;162;FALSE
"12858";936;2681;1454;FALSE
"12859";746;2940;1036;TRUE
"12860";351;3319;128;TRUE
"12861";1587;67;1505;TRUE
"12862";1156;11806;926;TRUE
"12863";417;1718;224;TRUE
"12864";1084;969;506;TRUE
"12865";1372;441;187;TRUE
"12866";1675;1043;110;FALSE
"12867";752;9808;221;FALSE
"12868";2061;906;11;TRUE
"12869";1821;300;876;FALSE
"12870";1928;2299;127;TRUE
"12871";1617;11124;129;TRUE
"12872";631;2009;340;TRUE
"12873";230;288;609;TRUE
"12874";1390;689;139;FALSE
"12875";1688;445;110;TRUE
"12876";791;5833;37;TRUE
"12877";1026;447;435;TRUE
"12878";1923;719;809;TRUE
"12879";1749;2967;1036;TRUE
"12880";198;2206;823;TRUE
"12881";1097;97;698;TRUE
"12882";1656;170;104;TRUE
"12883";346;2428;1742;TRUE
"12884";720;730;95;TRUE
"12885";1676;964;331;TRUE
"12886";1193;13023;830;TRUE
"12887";110;295;1084;TRUE
"12888";532;220;71;TRUE
"12889";1411;5624;146;FALSE
"12890";1719;616;113;FALSE
"12891";327;5724;945;TRUE
"12892";532;1180;782;TRUE
"12893";1085;11900;498;FALSE
"12894";351;1038;44;TRUE
"12895";418;5810;348;TRUE
"12896";1923;1406;654;TRUE
"12897";644;428;50;TRUE
"12898";704;333;7;TRUE
"12899";1785;207;2505;TRUE
"12900";1942;76;4512;TRUE
"12901";357;1151;1334;TRUE
"12902";1757;914;563;TRUE
"12903";52;1564;94;TRUE
"12904";1599;813;220;TRUE
"12905";328;5735;324;TRUE
"12906";1305;314;664;FALSE
"12907";304;2405;31;FALSE
"12908";1068;412;3166;TRUE
"12909";1429;461;552;TRUE
"12910";1223;163;624;TRUE
"12911";418;4199;479;TRUE
"12912";552;7968;5;TRUE
"12913";717;325;1685;TRUE
"12914";82;2277;230;TRUE
"12915";434;3364;31;TRUE
"12916";1997;223;193;TRUE
"12917";398;512;123;TRUE
"12918";1346;191;153;FALSE
"12919";1281;13638;11;TRUE
"12920";349;2200;4539;TRUE
"12921";1181;3434;577;TRUE
"12922";895;1369;787;TRUE
"12923";1015;622;1239;TRUE
"12924";218;197;85;TRUE
"12925";831;1001;3503;TRUE
"12926";233;1455;507;TRUE
"12927";1130;1075;269;FALSE
"12928";177;1893;378;TRUE
"12929";644;3898;54;TRUE
"12930";1755;9457;134;TRUE
"12931";420;6698;2255;TRUE
"12932";1291;1081;56;TRUE
"12933";1584;300;42;FALSE
"12934";142;3300;50;TRUE
"12935";1345;959;174;TRUE
"12936";638;67;210;TRUE
"12937";812;198;482;FALSE
"12938";461;7129;92;FALSE
"12939";1969;2906;788;TRUE
"12940";2042;4439;307;TRUE
"12941";598;7888;415;FALSE
"12942";1017;288;516;TRUE
"12943";950;2787;406;TRUE
"12944";1844;961;5918;TRUE
"12945";274;5076;1365;TRUE
"12946";1340;2637;502;TRUE
"12947";562;8100;319;TRUE
"12948";1461;7431;53;TRUE
"12949";1642;15802;114;TRUE
"12950";1789;2280;1059;TRUE
"12951";1835;4997;92;TRUE
"12952";1813;528;652;TRUE
"12953";2058;525;40;TRUE
"12954";1506;195;347;TRUE
"12955";840;172;341;TRUE
"12956";608;8548;30;TRUE
"12957";919;3797;246;TRUE
"12958";2037;1032;141;TRUE
"12959";498;279;984;TRUE
"12960";699;1013;890;TRUE
"12961";1139;289;15773;TRUE
"12962";1155;10558;117;TRUE
"12963";1342;4971;319;TRUE
"12964";538;1042;270;TRUE
"12965";1856;352;200;TRUE
"12966";1382;14227;598;FALSE
"12967";550;820;179;TRUE
"12968";745;9759;203;TRUE
"12969";386;6355;267;TRUE
"12970";397;30;221;TRUE
"12971";1138;3417;1337;TRUE
"12972";794;707;171;TRUE
"12973";409;190;10;TRUE
"12974";1298;3397;67;TRUE
"12975";1760;1099;303;TRUE
"12976";365;5358;5;TRUE
"12977";390;475;1031;FALSE
"12978";1303;1510;252;TRUE
"12979";88;2414;9;TRUE
"12980";116;2929;161;TRUE
"12981";723;355;565;FALSE
"12982";620;679;451;TRUE
"12983";1724;13090;72;TRUE
"12984";830;459;105;FALSE
"12985";795;466;1042;FALSE
"12986";1451;291;533;TRUE
"12987";1325;632;294;TRUE
"12988";887;2969;325;TRUE
"12989";134;2986;26;TRUE
"12990";431;951;2386;TRUE
"12991";1899;301;94;TRUE
"12992";1404;4079;1743;TRUE
"12993";1540;15237;272;TRUE
"12994";1951;4821;481;TRUE
"12995";2020;486;218;FALSE
"12996";500;6189;272;TRUE
"12997";2003;1121;148;TRUE
"12998";225;3549;997;TRUE
"12999";556;418;1088;TRUE
"13000";808;466;131;FALSE
"13001";598;299;379;TRUE
"13002";451;686;5059;TRUE
"13003";1948;3377;115;TRUE
"13004";2064;1188;265;TRUE
"13005";1149;6075;9;TRUE
"13006";726;9582;1;TRUE
"13007";1176;1541;549;TRUE
"13008";76;2116;631;TRUE
"13009";1190;689;253;FALSE
"13010";1746;3201;469;TRUE
"13011";742;9730;37;TRUE
"13012";437;6868;123;TRUE
"13013";143;599;2539;TRUE
"13014";1829;7;1132;TRUE
"13015";513;3253;511;TRUE
"13016";1249;2222;209;TRUE
"13017";413;2080;516;TRUE
"13018";340;4344;285;TRUE
"13019";377;226;1983;TRUE
"13020";1002;252;73;TRUE
"13021";319;5647;268;TRUE
"13022";98;2025;165;TRUE
"13023";1288;13698;141;TRUE
"13024";1941;4802;190;TRUE
"13025";1700;2711;243;TRUE
"13026";1102;328;114;TRUE
"13027";1082;2083;274;TRUE
"13028";1626;6516;123;TRUE
"13029";1978;952;466;TRUE
"13030";78;181;163;TRUE
"13031";1139;701;327;FALSE
"13032";762;75;140;TRUE
"13033";567;1504;750;TRUE
"13034";858;1379;215;TRUE
"13035";477;67;1110;TRUE
"13036";386;65;145;TRUE
"13037";777;535;272;TRUE
"13038";273;930;284;FALSE
"13039";2022;1905;147;TRUE
"13040";1486;429;162;TRUE
"13041";55;1610;780;FALSE
"13042";42;1392;118;TRUE
"13043";864;3557;153;TRUE
"13044";1894;292;638;TRUE
"13045";987;298;284;TRUE
"13046";502;1934;564;FALSE
"13047";502;544;1464;TRUE
"13048";1869;578;122;TRUE
"13049";282;220;630;TRUE
"13050";1534;487;665;TRUE
"13051";604;301;1165;TRUE
"13052";578;325;216;TRUE
"13053";608;3458;17;TRUE
"13054";159;65;541;TRUE
"13055";313;1361;93;TRUE
"13056";1565;1512;219;FALSE
"13057";334;4115;1079;TRUE
"13058";953;425;103;TRUE
"13059";1689;15798;185;TRUE
"13060";176;432;185;TRUE
"13061";742;5233;97;TRUE
"13062";695;2347;17;TRUE
"13063";1654;15851;382;TRUE
"13064";1116;262;14;TRUE
"13065";1724;11753;59;TRUE
"13066";1289;433;433;TRUE
"13067";344;1837;1;TRUE
"13068";1957;527;428;TRUE
"13069";393;190;534;TRUE
"13070";261;1195;394;TRUE
"13071";865;928;55;TRUE
"13072";1555;289;1699;TRUE
"13073";1333;1048;396;TRUE
"13074";1128;2435;122;TRUE
"13075";89;1188;749;TRUE
"13076";611;4435;6;TRUE
"13077";1238;203;156;TRUE
"13078";397;425;22;TRUE
"13079";1368;154;341;TRUE
"13080";1025;6363;76;TRUE
"13081";1732;6229;62;TRUE
"13082";1723;16331;41;TRUE
"13083";1399;523;84;TRUE
"13084";1270;1100;179;TRUE
"13085";465;1511;150;TRUE
"13086";2021;300;2964;FALSE
"13087";1558;2343;30;TRUE
"13088";1137;1601;121;TRUE
"13089";1937;1513;1243;TRUE
"13090";1694;569;410;FALSE
"13091";2068;228;696;FALSE
"13092";2039;3992;375;TRUE
"13093";2039;498;338;TRUE
"13094";756;2121;24;TRUE
"13095";638;325;614;TRUE
"13096";1213;13210;19;TRUE
"13097";1444;4850;619;TRUE
"13098";729;1114;23;TRUE
"13099";1494;14928;7;TRUE
"13100";202;4164;92;TRUE
"13101";1153;475;1089;FALSE
"13102";951;11311;588;TRUE
"13103";1051;1974;1080;TRUE
"13104";1119;12415;60;TRUE
"13105";224;612;178;TRUE
"13106";980;5346;109;TRUE
"13107";1455;157;778;TRUE
"13108";1666;293;12195;TRUE
"13109";899;1198;834;FALSE
"13110";463;7174;11;TRUE
"13111";2065;2091;532;TRUE
"13112";535;544;148;TRUE
"13113";1560;8707;18;TRUE
"13114";1386;13502;171;TRUE
"13115";350;2523;1118;FALSE
"13116";1562;1044;483;TRUE
"13117";1838;229;275;TRUE
"13118";164;2006;2143;TRUE
"13119";181;1091;666;TRUE
"13120";1747;154;153;TRUE
"13121";157;3471;139;TRUE
"13122";1485;5441;669;TRUE
"13123";1021;366;638;TRUE
"13124";1374;14192;612;TRUE
"13125";1769;972;192;TRUE
"13126";1537;5425;49;FALSE
"13127";392;498;69;TRUE
"13128";897;10913;48;TRUE
"13129";1387;548;101;FALSE
"13130";1441;2134;101;TRUE
"13131";200;959;387;TRUE
"13132";1399;468;33;TRUE
"13133";196;425;427;TRUE
"13134";1289;8706;261;FALSE
"13135";1213;13198;29;TRUE
"13136";661;9047;225;TRUE
"13137";1085;12202;566;TRUE
"13138";1912;17553;64;TRUE
"13139";370;6232;940;TRUE
"13140";618;8615;149;TRUE
"13141";934;234;95;TRUE
"13142";1033;1601;145;TRUE
"13143";1674;3739;73;FALSE
"13144";710;857;164;TRUE
"13145";1885;8870;139;TRUE
"13146";1223;583;676;TRUE
"13147";1557;14744;210;TRUE
"13148";668;951;527;TRUE
"13149";771;1613;40;TRUE
"13150";198;1216;590;TRUE
"13151";1498;599;1762;TRUE
"13152";716;830;1435;TRUE
"13153";568;533;105;TRUE
"13154";758;198;206;FALSE
"13155";1971;17936;7342;TRUE
"13156";1978;4460;82;TRUE
"13157";654;978;73;TRUE
"13158";208;1369;31;TRUE
"13159";614;2380;951;TRUE
"13160";2005;16127;1535;TRUE
"13161";252;686;947;TRUE
"13162";1834;461;81;TRUE
"13163";1305;67;156;TRUE
"13164";677;4277;282;TRUE
"13165";271;523;3770;TRUE
"13166";544;6602;313;TRUE
"13167";725;9561;82;TRUE
"13168";763;486;197;FALSE
"13169";680;3324;1265;TRUE
"13170";639;8779;138;TRUE
"13171";940;533;843;TRUE
"13172";252;458;438;TRUE
"13173";168;1770;200;TRUE
"13174";754;229;226;TRUE
"13175";985;55;532;TRUE
"13176";1379;318;1006;TRUE
"13177";2048;7352;14;TRUE
"13178";97;492;346;TRUE
"13179";1749;2788;1387;TRUE
"13180";1033;258;1050;TRUE
"13181";1542;96;349;TRUE
"13182";674;1451;1606;TRUE
"13183";2028;1398;200;TRUE
"13184";1219;191;385;FALSE
"13185";491;583;242;TRUE
"13186";475;1511;227;TRUE
"13187";1954;298;500;TRUE
"13188";1690;1934;338;FALSE
"13189";264;69;431;FALSE
"13190";1318;306;223;TRUE
"13191";1638;3805;68;TRUE
"13192";1819;13542;38;TRUE
"13193";466;1673;245;TRUE
"13194";72;333;1;TRUE
"13195";852;89;345;TRUE
"13196";1267;378;593;FALSE
"13197";99;2131;42;TRUE
"13198";903;5306;1388;TRUE
"13199";960;11409;5;TRUE
"13200";1663;325;391;TRUE
"13201";1515;3387;222;TRUE
"13202";741;481;292;TRUE
"13203";1441;6726;115;TRUE
"13204";37;1237;213;TRUE
"13205";682;333;210;TRUE
"13206";1513;15141;271;TRUE
"13207";262;4965;152;TRUE
"13208";486;289;4761;TRUE
"13209";78;2169;98;TRUE
"13210";1996;18104;235;TRUE
"13211";950;5157;107;TRUE
"13212";2003;233;137;TRUE
"13213";636;8763;217;TRUE
"13214";155;3432;2808;FALSE
"13215";412;298;43;TRUE
"13216";794;533;128;TRUE
"13217";1476;325;840;TRUE
"13218";1358;2579;335;TRUE
"13219";1935;779;2176;TRUE
"13220";2058;2446;18;TRUE
"13221";1929;2251;846;TRUE
"13222";940;9632;252;TRUE
"13223";727;9599;656;TRUE
"13224";472;176;77;TRUE
"13225";2033;1379;2345;TRUE
"13226";182;885;259;TRUE
"13227";1775;1914;55;TRUE
"13228";1074;1534;144;TRUE
"13229";1752;10738;131;TRUE
"13230";668;412;529;TRUE
"13231";968;6210;457;TRUE
"13232";758;816;898;TRUE
"13233";1907;748;158;FALSE
"13234";917;808;1962;FALSE
"13235";1621;285;83;TRUE
"13236";173;447;179;TRUE
"13237";939;157;341;TRUE
"13238";671;538;101;TRUE
